Title,Developer(s)
Slot! Pro Advance: Takarabune & Ooedo Sakura Fubuki 2,Nippon Telenet
Slot! Pro 2 Advance: Go Go Juggler & New Tairyou,
Smashing Drive,Raylight Studios
Smuggler's Run,Rebellion
Snap Kids,
Snood,Rebellion Developments
Snood 2: On Vacation,Rebellion Developments
Soccer Kid,Krisalis Software Ltd.
Sonic Advance,Sonic Team
Sonic Advance 2,Sonic Team / Dimps
Sonic Advance 3,Sonic Team / Dimps
Sonic Battle,Sonic Team
Sonic Pinball Party,Sonic Team
Sonic the Hedgehog Genesis,Sonic Team
Space Channel 5: Ulala's Cosmic Attack,Art
Space Hexcite: Maetel Legend EX,Jorudan
Space Invaders • Space Invaders EX JP,Torus Games
Speedball 2,Crawfish Interactive
"Spider‑Man: Battle for New York NA, PAL • Spider-Man: Bataille pour New York FR",Torus Games
"Spider‑Man: Mysterio's Menace NA, PAL • Spider-Man: Mysterio no Kyoui JP",Vicarious Visions
Spider-Man: The Movie,Digital Eclipse
Spider-Man 2,Digital Eclipse
Spider-Man 3,Vicarious Visions
"Spirit: Stallion of the Cimarron - Search For Homeland NA, PAL • Spirit: L'Etalon des Plaines - A la Recherche de la Terre Natale FR • Spirit: Der Wilde Mustang - Auf der Suche nach Homeland DE",Hyperspace Cowgirls
Spirits & Spells NA • Mahou no Pumpkin JP • Castleween PAL,Magic Pockets
"SpongeBob SquarePants: Battle for Bikini Bottom NA, PAL • Bob l'éponge: Bataille Pour Bikini Bottom FR",Vicarious Visions
"SpongeBob SquarePants: Creature from the Krusty Krab NA, PAL • Bob l'éponge: La Creature du Crabe Croustillant FR • SpongeBob Schwammkopf: Die Kreatur aus der Krossen Krabbe DE • Bob Esponja: La Criatura del Krustáceo Krujiente ES",WayForward
"SpongeBob SquarePants: Lights, Camera, Pants! NA, PAL • Bob l'éponge: Silence On Tourne! FR • SpongeBob Schwammkopf: Film Ab! DE • Bob Esponja: ¡Luces, Cámara, Esponja! ES",WayForward
SpongeBob SquarePants: Revenge of the Flying Dutchman,Vicarious Visions
SpongeBob SquarePants: SuperSponge,Climax
"The SpongeBob SquarePants Movie NA, PAL • Bob L'éponge Le Film FR • Der SpongeBob Schwammkopf Film DE • SpongeBob il Film IT",WayForward
SpongeBob's Atlantis SquarePantis,Altron
Sports Illustrated for Kids Baseball,Sennari Interactive
Sports Illustrated for Kids Football,Sennari Interactive
SpyHunter,Midway
Spy Hunter / Super Sprint,DSI Games
Spy Kids 3-D: Game Over,Digital Eclipse
Spy Kids Challenger,Game Titan
Spy Muppets: License to Croak,Vicarious Visions
Spyro: Attack of the Rhynocs NA • Spyro Adventure PAL,Digital Eclipse
"Spyro: Season of Ice NA, PAL • Spyro Advance JP",Digital Eclipse
Spyro 2: Season of Flame,Digital Eclipse
Spyro Orange: The Cortex Conspiracy NA • Spyro Advance: Wakuwaku Tomodachi Daisakusen JP • Spyro Fusion PAL,Vicarious Visions
SSX 3,Visual Impact
SSX Tricky,Visual Impact
Star Communicator,Konami
Stadium Games,Ignition Entertainment
Star Wars: The New Droid Army,Helixe
Star Wars Episode I: Jedi Power Battles,Helixe
"Star Wars: Episode II – Attack of the Clones NA, PAL • Star Wars: Episode II - Angriff der Klonkrieger DE • Star Wars: Episodio II - El Ataque de los Clones ES",David A. Palmer Productions
Star Wars: Episode III – Revenge of the Sith,Ubisoft
Star Wars: Flight of the Falcon,Pocket Studios
Star Wars Trilogy: Apprentice of the Force,Ubisoft
Star X,Graphic State
Starsky & Hutch,Spellbound
Steel Empire PAL • Koutetsu Teikoku from Hot-B JP,Starfish
Steven Gerrard's Total Soccer 2002 PAL • Alexander Zickler Total Soccer 2002 DE • Total Soccer Advance JP,Exient Entertainment
Strawberry Shortcake: Ice Cream Island Riding Camp PAL • Charlotte aux Fraises: Le Centre d'équitation du Pays de la Crème Glacée FR,Gorilla Systems
Strawberry Shortcake: Summertime Adventure,Gorilla Systems
Strawberry Shortcake: Sweet Dreams,Gorilla Systems
"Street Fighter Alpha 3 NA, PAL • Street Fighter Zero 3 Upper JP",Crawfish Interactive
Street Jam Basketball,Prograph
Street Racing Syndicate,Raylight Studios
Strike Force Hydra,Awesome Developments
Stuart Little 2,Creations
Stuntman,Velez & Dubail
Sudoku Fever,Global Star Software
Sugar Sugar Rune: Heart Ga Ippai! Moegi Gakuen,Open Sesame
The Suite Life of Zack & Cody: Tipton Caper,Artificial Mind and Movement
"The Sum of All Fears NA, PAL • La Somme de Toutes les Peurs FR • Der Anschlag DE • The Sum of All Fears (Pánico Nuclear) ES • Al Vertice della Tensione ES",Red Storm Entertainment
Summon Night: Swordcraft Story NA • Summon Night: Craft Sword Monogatari JP,Flight-Plan
Summon Night: Swordcraft Story 2 NA • Summon Night: Craft Sword Monogatari 2 JP,Flight-Plan
Summon Night Craft Sword Monogatari: Hajimari no Ishi,Flight-Plan
Super Army War NA • Glory Days: The Essence of War PAL,Capcom
Super Bubble Pop,Runecraft
"Super Bust-A-Move NA, PAL • Super Puzzle Bobble Advance JP",Taito Corporation
Super Chinese 1+2 Advance,Culture Brain
Super Collapse! II,GameHouse
"Super Dodge Ball Advance NA, PAL • Bakunetsu Dodgeball Fighters JP","Million Co., Ltd."
Super Dropzone: Intergalactic Rescue Mission,Pocket Studios
Super Duper Sumos,Handheld Games
"Super Ghouls 'n Ghosts NA, PAL • Chou Makai-Mura R JP",Affect
Super Hornet F/A-18F,UK Magic
Super Mario Advance,Nintendo
Super Mario Advance 2,Nintendo
Super Mario Advance 3,Nintendo
Super Mario Advance 4: Super Mario Bros. 3,Nintendo
Super Monkey Ball Jr.,Realism
"Super Puzzle Fighter II NA, PAL • Super Puzzle Fighter II X JP",Atomic Planet
Super Real Mahjong Dousoukai,A.I
Super Robot Taisen: Original Generation,Banpresto
Super Robot Taisen: Original Generation 2,Banpresto
Super Robot Wars A,A.I
Super Robot Wars D,A.I
Super Robot Wars J,A.I
Super Robot Wars R,A.I
"Super Street Fighter II Turbo Revival NA, PAL • Super Street Fighter II X: Revival JP",Capcom
Superman: Countdown to Apokolips,Mistic Software
"Superman Returns: Fortress of Solitude NA, PAL • Superman Returns: La Forteresse de Solitude FR • Superman Returns: Festung der Einsamkeit DE • Superman Returns: La Fortaleza de la Soledad ES • Superman Returns: La Fortezza della Solitudine IT",EA Tiburon
"Surf's Up NA, PAL • Les Rois de la Glisse FR • Könige Der Wellen DE • Locos por el Surf ES • Surf's Up: I Re Delle Onde IT",Ubisoft Quebec
Sweet Cookie Pie,Culture Brain
"Sword of ManaNA, PAL • Shinyaku Seiken DensetsuJP",Brownie Brown
Sylvanian Families: Fashion Designer ni Naritai! Kurumi Risu no Onna no Ko,
Sylvanian Families 4: Meguru Kisetsu no Tapestry,
Sylvanian Families: Yosei no Stick to Fushigi no Ki - Maron Inu no Onna no Ko,
Tactics Ogre: The Knight of Lodis NA • Tactics Ogre Gaiden: The Knight of Lodis JP,Quest
Taiketsu! Ultra Hero,
"Tak and the Power of Juju NA, PAL • Tak & Le Pouvoir de Juju FR • Tak und die Macht des Juju DE • Tak y el Poder Juju ES • Tak e la Magia Juju IT",Avalanche Software
"Tak 2: The Staff of Dreams NA, PAL • Tak 2: Le Sceptre des Rêves FR • Tak 2: Der Stab der Träume DE • Tak 2: Lo Scettro dei Sogni IT",Avalanche Software
"Tak: The Great Juju Challenge NA, PAL • Tak: Die Große Juju-Jagd DE • Tak: La Grande Sfida IT",WayForward
Tales of Phantasia,Wolf Team
Tales of the World: Narikiri Dungeon 2,Alfa System
Tales of the World: Narikiri Dungeon 3,Alfa System
Tales of the World: Summoner's Lineage,Magical Company
Tanbi Musō: Meine Liebe,Mobile 21
Tang Tang,GameVision Corporation
Tantei Gakuen Q: Kyuukyoku no Trick ni Idome!,
Tantei Gakuen Q: Meitantei Hakimida!,
Tantei Jingūji Saburō: Shiroi Kage no Shōjo,WorkJam
Taxi 3,Visual Impact
Teen Titans,Artificial Mind and Movement
Teen Titans 2: The Brotherhood's Revenge,Artificial Mind and Movement
Teenage Mutant Ninja Turtles,Konami
Teenage Mutant Ninja Turtles 2: Battle Nexus,Konami
Tekken Advance,Namco
Ten Pin Alley 2,Pronto Games
Tennis Masters Series 2003,Kaolink
Tennis no Oji-Sama: Aim at the Victory!,KCEJ
Tennis no Oji-Sama: Genius Boys Academy,KCEJ
Tennis no Oji-Sama 2003: Cool Blue,KCEJ
Tennis no Oji-Sama 2003: Passion Red,KCEJ
Tennis no Oji-Sama 2004: Glorious Gold,KCEJ
Tennis no Oji-Sama 2004: Stylish Silver,KCEJ
Terminator 3: Rise of the Machines,Taniko
Tetris Worlds,Radical Entertainment
Texas Hold 'Em Poker,Skyworks Technologies
That's So Raven,Vicarious Visions
That's So Raven 2: Supernatural Style,Artificial Mind and Movement
The Three Stooges,Cinemaware
Thunder Alley,Pronto Games
Thunderbirds,Saffire
Thunderbirds: International Rescue,Pukka Games
Tiger Woods PGA Tour 2004,Electronic Arts
Tiger Woods PGA Tour Golf,Rebellion Developments
"Tim Burton's The Nightmare Before Christmas: The Pumpkin King NA, JP, PAL • L'Etrange Noël de Monsieur Jack: Le Roi des Citrouilles FR • Pesadilla antes de Navidad de Tim Burton: El Rey Calabaza ES",TOSE
Tiny Toon Adventures: Scary Dreams NA • Tiny Toon Adventures: Buster's Bad Dream PAL,Treasure Co. Ltd
Tiny Toon Adventures: Wacky Stackers,Warthog
Tir et But: Edition Champions du Monde,
Titeuf: Ze Gag Machine,3D Lights
Titeuf: Méga Compet,DREAM ON STUDIO
"TMNT NA, PAL • TMNT: Les Tortues Ninja FR • TMNT: Tortugas Ninja Jóvenes Mutantes ES • TMNT: Tartarughe Ninja IT",Ubisoft Montreal
TOCA World Touring Cars,Codemasters
Tokimeki Dream Series 1: Ohanaya-san ni Narou!,
Tokyo Majin Gakuen: Fuju Houroku,
Tokyo Xtreme Racer Advance,David A. Palmer Productions
Tom and Jerry Tales,Sensory Sweep
Tom and Jerry in Infurnal Escape,CinéGroupe
"Tom and Jerry: The Magic Ring NA, PAL • Tom und Jerry: Der Magische Ring DE • Tom e Jerry: l'Anello Incantato IT",Cave Barn Studios
Tom Clancy's Rainbow Six: Rogue Spear,Ubisoft Milan
Tom Clancy's Splinter Cell,Ubisoft Montreal
Tom Clancy's Splinter Cell: Pandora Tomorrow,Ubisoft
Tomato Adventure,Graphic Research
Lara Croft: Tomb Raider: Legend,HumanSoft
Lara Croft: Tomb Raider: The Prophecy,Ubisoft Milan
Tonka: On The Job,Webfoot Technologies
Tony Hawk's American Sk8land,Vicarious Visions
Tony Hawk's Downhill Jam,Vicarious Visions
"Tony Hawk's Pro Skater 2 NA, PAL • SK8: Tony Hawk no Pro Skater 2 JP",Vicarious Visions
Tony Hawk's Pro Skater 3,Vicarious Visions
Tony Hawk's Pro Skater 4,Vicarious Visions
Tony Hawk's Underground,Vicarious Visions
Tony Hawk's Underground 2,Vicarious Visions
"Top Gear GT Championship NA, PAL • Zen Nihon GT Senshuken JP",Vision Works
"Top Gear Rally NA, PAL • Top Gear Rally SP JP",Tantalus
Top Gun: Combat Zones,Titus Interactive
Top Gun Firestorm Advance,Titus Interactive
Top Spin 2,Magic Pockets
Totally Spies!,Mistic Software
Totally Spies! 2: Undercover,Mistic Software
Toukon Heat,
The Tower SP,Vivarium
Toy Robo Force,Global A
Trick Star,Tantalus
Tringo,Crave
Trollz: Hair Affair!,Powerhead Games
Tron 2.0: Killer App,Digital Eclipse
Turbo Turtle Adventure,Iridon Interactive AB
Turok: Evolution,RFX Interactive
"Tweety & the Magic Gems NA, PAL • Tweety no Hearty Party JP • Titi et les Bijoux Magiques FR",Kemco
Twin Series Vol. 1: Mezase Debut! Fashion Designer Monogatari + Kawaii Pet Game Gallery 2,Culture Brain
Twin Series Vol. 2: Oshare Princess 4 + Renai Uranai Daisakusen,Culture Brain
Twin Series Vol. 3: Konchuu Monster: Ouja Ketteisen + Super Chinese Labyrinth,Culture Brain
Twin Series Vol. 4: Ham Ham Monster EX/Fantasy Puzzle Hamster Monogatari,Culture Brain
Twin Series Vol. 5: Wan Wan Meitantei EX/Mahou no Kuni no Keaki-Okusan Monogatari,Culture Brain
Twin Series Vol. 6: Wan Nyon Idol Gakuen/Koinu Toissho Special,Culture Brain
Twin Series Vol. 7: Twin Puzzle: Kisekae Wanko EX + Nyaa to Chuu no Rainbow Magic 2,Culture Brain
"Ty the Tasmanian Tiger 2: Bush Rescue NA, PAL • Ty le Tigre de Tasmanie 2: Opération Sauvetage FR",Krome Studios
Ty the Tasmanian Tiger 3: Night of the Quinkan,Krome Studios
Uchuu no Stellvia,King Records
Uchuu Daisakusen Chocovader: Uchuu kara no Shinryakusha,Namco
Ueki no Hōsoku: Jingi Sakuretsu! Nōryokusha Battle,Banpresto
Ultimate Arcade Games,Nocturnal Entertainment
Ultimate Beach Soccer NA • Pro Beach Soccer PAL,Magic Pockets
Ultimate Brain Games,Cosmigo
Ultimate Card Games,Cosmigo
Ultimate Muscle: The Path of the Superhero NA • Kinnikuman II Sei: Seigi Choujin e no Michi JP,Banpresto
Ultimate Puzzle Games,"Telegames, Inc."
Ultimate Spider-Man,Vicarious Visions
Ultimate Winter Games,Sproing
Ultra Keibitai: Monster Attack,Rocket Company
Unfabulous,WayForward
Uno / Skip-Bo NA • Uno & Skip-Bo PAL,Black Lantern Studios
Uno 52,Black Lantern Studios
Uno Free Fall,Black Lantern Studios
Urban Yeti!,Cave Barn
"The Urbz: Sims in the City NA, PAL • Les Urbz: Les Sims in the City FR • Die Urbz: Sims in the City DE • Los Urbz: Sims en la Ciudad ES • De Urbz: Sims in the City NL",Griptonite Games
V.I.P.,Planet Interactive
Van Helsing,Saffire
Vattroller X,Ganbarion
VeggieTales: LarryBoy and the Bad Apple,Crave
V Master Cross,Success
V-Rally 3,Velez & Dubail
Virtua Tennis,Altron
Virtual Kasparov,Titus Interactive
W.I.T.C.H.,Climax
Wade Hixton's Counter Punch,Inferno Games
Wagamama * Fairy: Mirumo de Pon! DokiDoki Memorial Panic,
Wagamama * Fairy: Mirumo de Pon! Hachinin no Toki no Yousei,Jupiter Multimedia
Wagamama * Fairy: Mirumo de Pon! Nazo no Kagi to Shinjitsu no Tobira,Jupiter Multimedia
Wagamama * Fairy: Mirumo de Pon! Ougon Maracas no Densetsu,Jupiter Multimedia
Wagamama * Fairy: Mirumo de Pon! Taisen Mahoudama,
Wagamama * Fairy: Mirumo de Pon! Yume no Kakera,
Wakeboarding Unleashed Featuring Shaun Murray,Small Rockets
Wan Wan Meitantei,Culture Brain
Wanko de Kururin! Wankuru,
Wanko Mix: Chiwanko World,
Wan Nyan Doubutsu Byouin,
"Wario Land 4 NA, PAL • Wario Land Advance JP",Nintendo R&D1
"WarioWare, Inc.: Mega Microgame$! NA • Made in Wario JP • Wario Ware, Inc: Minigame Mania PAL • Wario Ware, Inc.: Minigame Mania - Mega Mini-Jeux FR",Nintendo R&D1
WarioWare: Twisted! • Mawaru Made in Wario JP,Intelligent Systems / Nintendo SPD
Watashi no MakeSalon,
Whac-A-Mole,DC Studios
Whistle! Dai 37-kai Tokyo-to Chuugakkou Sougou Taiiku Soccer Taikai,Intense
"Who Wants to Be a Millionaire? NA, PAL • Qui Veut Gagner des Millions FR • Wer Wird Millionar DE • Quien Quiere Ser Millonario ES • ¿Quiere ser millonario? 50 por 15 ES • Chi Vuol Essere Milionario IT • Weekend Miljonairs NL",Hothouse Creations
Who Wants to Be a Millionaire? 2nd Edition,Hothouse Creations
Who Wants to Be a Millionaire Junior Edition,Hothouse Creations
"The Wild Thornberrys: Chimp Chase NA, PAL • La Famille Delajungle: A la Poursuite de Darwin FR • Expedition der Stachelbeeren: Zoff im Zoo! DE",Helixe
"The Wild Thornberrys Movie NA, PAL • La Famille Delajungle: Le Film FR",HumanSoft
"The Wild NA, PAL • Tierisch Wild DE • Salvaje (The Wild) ES",Climax
Die Wilden Fussball Kerle: Entscheidung im Teufelstopf DE,Morgen Studios
Die Wilden Fussball Kerle: Gefahr im Wilde Kerle Land DE,
Wing Commander: Prophecy,Raylight Studios
Wings,Raylight Games
Winnie the Pooh's Rumbly Tumbly Adventure,Phoenix Studio
Winning Post for Game Boy Advance,Koei
Winter Spiele DE,Independent Arts
WinX Club,Rainbow Studios
WinX Club: Quest for the Codex,Powerhead Games
Wizardry Summoner,Fupac
Wolfenstein 3D,id Software
Woody Woodpecker in Crazy Castle 5NA • Woody Woodpecker: Crazy Castle 5 PAL,Tantalus
Word Safari: The Friendship Totems,GXB Interactive
World Advance Soccer: Road to Win,TOSE
World Championship Poker,Sensory Sweep
World Poker Tour,Backbone Emeryville
Wi-El: World Soccer Winning Eleven,KCET
World Tennis Stars,Awesome Developments
Worms Blast,Fluid Studios
Worms World Party,Fluid Studios
WTA Tour Tennis NA • WTA Tour Tennis Pocket JP • Pro Tennis WTA Tour PAL,Now Production
WWE Road to WrestleMania X8,"Natsume Co., Ltd."
WWE Survivor Series,"Natsume Co., Ltd."
WWF Road to WrestleMania,"Natsume Co., Ltd."
X2: Wolverine's Revenge NA • X-Men 2: Wolverine's Revenge PAL • X-Men 2: La Vengeance de Wolverine FR,Vicarious Visions
X-Bladez: Inline Skater,The Code Monkeys
X-Men: Reign of Apocalypse,Digital Eclipse
"X-Men: The Official Game NA, PAL • X-Men: Le Jeu Officiel FR • X-Men: El Videojuego Oficial ES • X-Men: Il Gioco Ufficiale IT",WayForward
XS Moto,DC Studios
XXX,Digital Eclipse
Yakyutuku Advance (Pro Yakyuu Team o Tsukurou! Advance),Smilebit
Yggdra Union: We'll Never Fight Alone,Sting Entertainment
Yoshi Topsy-Turvy NA • Yoshi no Banyuu Inryoku JP • Yoshi's Universal Gravitation PAL,Artoon
Youkaidou,"Fuuki Co., Ltd."
Yu Yu Hakusho: Spirit Detective,Sensory Sweep
Yu Yu Hakusho: Tournament Tactics,Sensory Sweep
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005 NA • Yu-Gi-Oh! Duel Monsters International 2 JP • Yu-Gi-Oh! Day of the Duelist: World Championship Tournament 2005 PAL • Yu-Gi-Oh! Le Jour du Duelliste: World Championship Tournament 2005 FR • Yu-Gi-Oh! Der Tag des Duellanten: World Championship Tournament 2005 DE • Yu-Gi-Oh! El Día del Duelo: World Championship Tournament 2005 ES • Yu-Gi-Oh! Il Giorno del Duello: World Championship Tournament 2005 IT,Konami
"Yu-Gi-Oh! Destiny Board Traveler NA, PAL • Yu-Gi-Oh! Sugoroku no Sugoroku JP",Konami Computer Entertainment Japan
Yu-Gi-Oh! Duel Monsters 6: Expert 2,Konami
Yu-Gi-Oh! Dungeon Dice Monsters,Konami
"Yu-Gi-Oh! GX: Duel Academy NA, PAL • Yu-Gi-Oh! Duel Monsters GX: Mezase Duel King! JP",Konami
"Yu-Gi-Oh! Reshef of Destruction NA, PAL • Yu-Gi-Oh! Duel Monsters 8: Hametsu no Dai Jashin JP • Yu-Gi-Oh! Reshef le Destructeur FR • Yu-Gi-Oh! Reshef der Zerstörer DE • Yu-Gi-Oh! Reshef el Destructor ES • Yu-Gi-Oh! Reshef el Distruttore IT",Konami
Yu-Gi-Oh! The Eternal Duelist Soul NA • Yu-Gi-Oh! Duel Monsters 5: Expert 1 JP,Konami Computer Entertainment Japan
"Yu-Gi-Oh! The Sacred Cards NA, PAL • Yu-Gi-Oh! Duel Monsters 7: Kettou Toshi Densetsu JP • Yu-Gi-Oh! Dungeon Les Cartes Sacrées FR • Yu-Gi-Oh! Die Heiligen Karten DE • Yu-Gi-Oh! Las Cartas Sagradas ES • Yu-Gi-Oh! Le Carte Leggendarie IT • Yu-Gi-Oh! The Sacred Cards NE",Konami
Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006 NA • Yu-Gi-Oh! Ultimate Masters Edition - World Championship Tournament 2006 PAL • Yu-Gi-Oh! Duel Monsters Expert 2006 JP,Konami
"Yu-Gi-Oh! World Championship Tournament 2004 NA, PAL • Yu-Gi-Oh! Duel Monsters Expert 3 JP",Konami
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,KCEJ
Yuushun Rhapsody,TOSE
Yuujou no Victory Goal 4v4 Arashi: Get the Goal!,
Yuurei Yashiki No Nijuuyon Jikan,Global A
Zapper: One Wicked Cricket,Atomic Planet
Zen-Nippon Shounen Soccer Taikai 2: Mezase Nippon Ichi!,Boom
Zero One,"Fuuki Co., Ltd."
Zero One SP,"Fuuki Co., Ltd."
Zettai Zetsumei Dangerous Jiisan: Shijou Saikyou no Dogeza,Rokumendo
Zettai Zetsumei Dangerous Jiisan 2: Naki no Ikkai,Rokumendo
Zettai Zetsumei Dangerous Jiisan 3: Hateshinaki Mamonogatari,Rokumendo
Zettai Zetsumei Dangerous Jiisan Tsuu: Ikari no Oshioki Blues,Rokumendo
Zidane: Football Generation 2002,Aqua Pacific
Zoey 101,Barking Lizards
Zoids Legacy NA • Zoids Saga II JP,Amedio
Zoids Saga,Amedio
Zoids Saga: Fuzors,Amedio
"Zone of the Enders: The Fist of Mars NA, PAL • Zone of the Enders: 2173 Testament JP",Sunrise Interactive
ZooCube,"PuzzleKings, Graphic State"
Zooo: Action Puzzle Game PAL • Minna no Soft Series: Zooo JP,"Buddiez, Inc."
