Title,Developer(s)
Hyper Sentinel,Four5six Games
HyperBrawl Tournament,Milky Tea Studios
Hypercharge: Unboxed,Digital Cybercherries
Hyperforma,Nord Unit
Hyperlight Ultimate,CatfishBlues Games
HyperParasite,Troglobytes Games
Hypnospace Outlaw,Tendershoot
Hyrule Warriors: Age of Calamity,"Koei Tecmo, Omega Force"
Hyrule Warriors: Definitive Edition,"Omega Force, Team Ninja"
I-Chu,OperaHouse
I Am Dead,Hollow Ponds
I Am Setsuna,Tokyo RPG Factory
I Am the Hero,Crazyant
I and Me,Wish Fang
I Hate Running Backwards,"Binx Interactive, Croteam Incubator"
I Wanna Fly,Ultimate Games
"I, Zombie",Awesome Game Studio
Ibb & Obb,Sparpweed
Ice Age: Scrat's Nutty Adventure,Just Add Water
Ice Cream Surfer,Dolores Entertainment
Icewind Dale: Enhanced Edition,Beamdog
Icey,X.D. Network
Iconoclasts,Joakim Sandberg
IdolDays,Qureate
Idol Manager,Glitch Pitch
If Found...,Dreamfeel
If My Heart Had Wings,Pulltop
Ikai,Endflame
Ikaruga,Treasure
Ikenfell,Happy Ray Games
Illmatic Envelope Swamp,RS34
Illusion of L'Phalcia,Exe Create
Immortal Planet,Teedoubleu Games
Immortal Realms: Vampire Wars,Palindrome
Immortals Fenyx Rising,Ubisoft Quebec
Implosion: Never Lose Hope,"Rayark, Esquadra"
In Other Waters,Jump Over The Age
Inazuma Eleven: Victory Road,Level-5
Inbento,Afterburn
In Celebration of Violence,Julian Edison
The Incredible Adventures of Super Panda,Chaos Rift Entertainment
Incredible Mandy,Dotoyou Games
Indie Pogo,Lowe Bros. Studios
Indiecalypse,JanduSoft
Indigo 7: Quest for love,Dolores Entertainment
Indivisible,Lab Zero Games
Inertial Drift,Level 91 Entertainment
Infected Maze,Masatoko Games
The Infectious Madness of Doctor Dekker,D'Avekki Studios
Infernax,Berzerk Studio
Infernium,Carlos Coronado
Infinite: Beyond the Mind,Emilie Coyo
Infinite Minigolf,Zen Studios
Infliction: Extended Cut,Caustic Reality
Inked: A Tale of Love,Somnium Games
Inksplosion,Petite Games
Inkulinati,Yaza Games
Inmost,Hidden Layer Games
The Inner World: The Last Wind Monk,Studio Fizbin
InnerSpace,PolyKnight Games
Inops,ZRZStudio
In Rays of the Light,Sergey Noskov
Inside,Playdead
In Sound Mind,We Create Stuff
Inspector Waffles,Goloso
Instant Sports Summer Games,Break First
Into the Breach,Subset Games
Into the Dead 2,Pikpok
Inuwashi: Urabure Tantei to Ojou-sama Keiji no Ikebukuro Jiken File,Orange
Inversus Deluxe,Hypersect
Invisible Fist,Failcore
"Invisible, Inc.",Klei Entertainment
Ion Fury,Voidpoint
Iris.Fall,NExT Studios
Iris and the Giant,Louis Rigaud
Iro Hero,Artax Games
Iron Crypticle,Tikipod
Ironcast,Dreadbit
Irony Curtain: From Matryoshka with Love,Artifex Mundi
Is It Wrong to Try to Pick Up Girls in a Dungeon? Infinite Combat,5pb.
Ise Shima Mystery Guide: The False Black Pearl,Happymeal
Island,Frontwing
Islanders,Grizzly Games
Island Flight Simulator,Caipirinha Games
Island Saver,Stormcloud Games
Issho ni Asobo Koupen-chan,Neos Corporation
"It Came From Space, and Ate Our Brains",Triangle Studios
It's Raining Fists and Metal,Corvostudio di Amadei Marco
It's Spring Again,Baba Yaga Games
It Takes Two,Hazelight Studios
Itta,Glass Revolver
Ittle Dew,Ludosity
Ittle Dew 2+,Ludosity
IxShe Tell,Hooksoft
Jack Jeanne,Broccoli
Jack Move,So Romantic
The Jackbox Party Pack,Jackbox Games
The Jackbox Party Pack 2,Jackbox Games
The Jackbox Party Pack 3,Jackbox Games
The Jackbox Party Pack 4,Jackbox Games
The Jackbox Party Pack 5,Jackbox Games
The Jackbox Party Pack 6,Jackbox Games
The Jackbox Party Pack 7,Jackbox Games
The Jackbox Party Pack 8,Jackbox Games
The Jackbox Party Pack 9,Jackbox Games
The Jackbox Party Starter,Jackbox Games
Jamestown+,Final Form Games
Jang-Navi Mahjong Online,Winlight
J.B. Harold Murder Club,Riverhillsoft
Japanese Rail Sim: Journey to Kyoto,Sonic Powered
JDM Racing,Starkom
Jelly Champs!,Art Games Studio
Jenny LeClue: Detectivú,Mografi
Jeopardy!,Ubisoft
Jetboard Joust,BitBull
Jet Kave Adventure,7Levels
Jet Lancer,Code Wakers
Jets 'n' Guns,Rake in Grass
Jets 'n' Guns 2,Rake in Grass
Jettomero: Hero of the Universe,Ghost Time Games
Jewel Wars,Tom Create
JigSaw Abundance,Playstige Interactive
JigSaw Solace,Playstige Interactive
Jikkyou Powerful Pro Baseball,Konami
Jinki Resurrection,Giga
Jisei: The First Case HD,Sakevisual
Joe Dever's Lone Wolf,Reply Forge
Joggernauts,Space Mace
John Wick Hex,Bithell Games
JoJo's Bizarre Adventure: All Star Battle R,CyberConnect2
Jotun: Valhalla Edition,Thunder Lotus Games
Journey of the Broken Circle,Lovable Hat Cult
The Journey Down: Chapter One,Skygoblin
The Journey Down: Chapter Two,Skygoblin
The Journey Down: Chapter Three,Skygoblin
Journey to the Savage Planet,Typhoon Studios
A Juggler's Tale,Kaleidoscube
Juiced!,TimothyvanderHoeven
Juicy Realm,SpaceCan Studio
Jumanji: The Video Game,Funsolve
Jump Force,Spike Chunsoft
Jump King,Nexile
Jump Rope Challenge,Nintendo EPD
Jumping Joe & Friends,"QubicGames, Vixa Games"
Jurassic Pinball,EnjoyUp Games
Jurassic World Evolution,Frontier Developments
Just Dance 2017,Ubisoft Paris
Just Dance 2018,Ubisoft Paris
Just Dance 2019,Ubisoft Paris
Just Dance 2020,Ubisoft Paris
Just Dance 2021,Ubisoft Paris
Just Dance 2022,Ubisoft Paris
Just Dance 2023 Edition,Ubisoft Paris
Just Die Already,DoubleMoose
Just Glide,Cool Small Games
Just Ignore Them,Stranga Games
Just Shapes & Beats,Berzserk Studio
Jydge,10tons
Kaiji: Steel Beam Crossing of Despair,Solid Sphere
Kaleidoscope of Phantom Prison,07th Expansion
Kamen Rider: Climax Scramble Zi-O,Bandai Namco Studios
Kamen Rider: Memory of Heroez,Bandai Namco
Kamiko,Skipmore
Kaminazo: Mirai kara no Omoi de,Gift Ten Industry
Kamiwaza: Way of the Thief,Acquire
Kanon,Key
Kansei: The Second Turn HD,Sakevisual
Kao the Kangaroo,Tate Multimedia
Katamari Damacy Reroll,Bandai Namco Studios
Katana Kami: A Way of the Samurai Story,Acquire
Katana Zero,Askiisoft
Kathy Rain,Clifftop Games
Kawaii Deathu Desu,"Pippin Games, Top Hat Studios"
Kaze and the Wild Masks,PixelHive
Keen: One Girl Army,Cat Nigiri
Keep Talking and Nobody Explodes,Steel Crate Games
Keiji J.B. Harold no Jikenbo: Manhattan Requiem,Mebius
Keiken Zero na Classmate,Prekano
Kentucky Route Zero: TV Edition,Cardboard Computer
Kero Blaster,Studio Pixel
KeyWe,Stonewheat & Sons
Kholat,Imgn Pro
Kid Tripp,Four Horses
The Kids We Were: Complete Edition,Gagex
#killallzombies,Beatshapers
Kill It With Fire,Case Donnella Games
Kill la Kill: If,A+ Games
Killer Queen Black,Bumblebear Games
Kimi wa Yukima ni Koinegau,Idea Factory
Kine,Gwen Frey
King of the Hat,Hyroglyphik Games
King Lucas,Hidden Trap
King Oddball,10tons
King of Fighters R-2,Code Mystics
King of Seas,3DClouds
The King's Bird,Serenity Forge
King's Bounty II,1C Company
Kingdom: New Lands,Noio and Licorice
Kingdom: Two Crowns,Noio and Licorice
Kingdom Come: Deliverance,"Warhorse Studios, Saber Interactive"
Kingdom Hearts III,Square Enix
Kingdom Hearts HD 1.5 Remix,Square Enix
Kingdom Hearts HD 2.5 Remix,Square Enix
Kingdom Hearts HD 2.8 Final Chapter Prologue,Square Enix
Kingdom Hearts: Melody of Memory,Square Enix
Kingdom of Arcadia,Spoonbox Studio
Kingdom of Night,Black Seven Studios
Kingdom Rush: Frontiers,Ironhide Game Studio
Kingdoms of Amalur: Re-Reckoning,Kaiko
Kingpin: Reloaded,Slipgate Ironworks
Kings of Paradise,Voltage
Kin'iro Loveriche,Saga Planets
Kin'iro Loveriche: Golden Time,Saga Planets
Kirby and the Forgotten Land,HAL Laboratory
Kirby Fighters 2,"HAL Laboratory, Vanpool"
Kirby Star Allies,HAL Laboratory
Kirby's Dream Buffet,HAL Laboratory
Kirby's Return to Dream Land Deluxe,HAL Laboratory
Kishi Fujii Souta no Shogi Training,Game Studio
Kissed by the Baddest Bidder,Voltage
Kitaria Fables,MassHive Media
Kitsune Tails,"Kitsune Games, MidBoss"
Kittens and Yarn,Pinel Games
Kitten Squad,Arcade Distillery
Klang 2,Tinimations
Klaus,La Cosa Entertainment
Klonoa Phantasy Reverie Series,Monkey Craft
Knight Squad,Chainsawecome Games
Knight Squad 2,Chainsawecome Games
Knight Terrors,Freakzone Games
A Knight's Quest,Sky9 Games
Knightin'+,Muzt Die Studios
Knights and Bikes,Foam Sword Games
Knights & Guns,Baltoro Games
Knights in the Nightmare Remaster,Sting
Knights of Pen and Paper +1 Deluxier Edition,"Behold Studios, Seaven Studio"
Knives Out,NetEase
Knockout City,Velan Studios
Knockout Home Fitness,Pocket
Knowledge Trainer: Trivia,The Binary Family
"Kochira, Haha Naru Hoshi Yori",Daisyworld
Koi DX,Circle Entertainment
Koi no Hanasaku Hyakkaen,Takuyo
"Koi Suru Otome to Shugo no Tate – Re:boot The ""Shield-9""",Giga
Kona,Parabole
KonoSuba: God's Blessing on this Wonderful World! Labyrinth of Hope and the Gathering of Adventurers! Plus,Entergram
KonoSuba: God's Blessing on this Wonderful World! Love for this Tempting Attire,Mages
Koral,Carlos Coronado
Kotoba no Puzzle: Moji Pittan Encore,Bandai Namco
Kotodama: The 7 Mysteries of Fujisawa,"Art Co., Ltd"
Kowloon Youma Gakuen Ki: Origin of Adventure,Toy Box
Kowloon's Gate VR: Suzaku,Jetman
Kowloon's Rhizome: A Day of the Fire,"MCF, Uani Studio"
KukkoroDays,Qureate
Kumo,Benjamin Gregg
Kunai,TurtleBlaze
KungFu Kickball,WhaleFood Games
Kunio-kun: The World Classics Collection,Technōs Japan
Kuso,Mokuzai Studio
Kuukiyomi: Consider It!,G-Mode
Kwaidan: Azuma Manor Story,Gudouan
Kyukyoku Tiger-Heli,M2
L.A. Noire,"Team Bondi, Virtuos"
La-Mulana,Nigoro
La-Mulana 2,Nigoro
Labyrinth of Refrain: Coven of Dusk,Nippon Ichi Software
Labyrinth Legend,Shinobi Games
Labyrinth of Zangetsu,Acquire
Laid-Back Camp: Have a Nice Day!,Mages
Laid-Back Camp -Virtual- Fumoto Campsite,Gemdrops
Laid-Back Camp -Virtual- Lake Motosu,Gemdrops
Lair of the Clockwork God,Size Five Games
Lamentum,Obscure Tales
Langrisser I & II HD Remastered,Chara-Ani
The Language of Love,ebi-hime
Lanota,Noxy Games
Lapis x Labyrinth,Nippon Ichi Software
Lara Croft and the Guardian of Light,Feral Interactive
Lara Croft and the Temple of Osiris,Feral Interactive
The Last Blade: Beyond the Destiny,SNK
The Last Campfire,Hello Games
The Last Cube,Improx Games
Last Day of June,Ovosonico
The Last Door,The Game Kitchen
Last Encounter,Silesia Games
LastFight,Piranaking
The Last Friend,"Stonebot Studio, Skystone Games"
The Last Kids on Earth and the Staff of Doom,Stage Clear Studios
Last Light,Team Corn Field
The Last Remnant Remastered,Square Enix
Last Stop,Variable State
Later Alligator,"SmallBu, Pillow Fight"
Later Daters,Bloom Digital Media
Lawnmower Game: Next Generation,Ultimate Games
Lawnmower Game: Racing,Ultimate Games
Layers of Fear: Legacy,Bloober Team
Layers of Fear 2,Bloober Team
Layton's Mystery Journey,Level-5
Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy Deluxe Edition Plus,H.a.n.d.
League of Evil,Ravenous Games
Learn with Nanami! Listening and Reading Test Complete Master,Media5
Legal Dungeon,Somi
The Legend of Bum-bo,"Edmund McMillen, James Interactive"
The Legend of Dark Witch,Inside System
The Legend of Heroes: Trails at Sunrise,UserJoy Technology
The Legend of Heroes: Trails from Zero,Nihon Falcom
The Legend of Heroes: Trails into Reverie,Nihon Falcom
The Legend of Heroes: Trails of Cold Steel,"Nihon Falcom, Clouded Leopard Entertainment"
The Legend of Heroes: Trails of Cold Steel II,"Nihon Falcom, Clouded Leopard Entertainment"
The Legend of Heroes: Trails of Cold Steel III,"Nihon Falcom, Engine Software"
The Legend of Heroes: Trails of Cold Steel IV,"Nihon Falcom, Engine Software"
The Legend of Heroes: Trails to Azure,Nihon Falcom
The Legend of Heroes: Trails Through Daybreak,Nihon Falcom
Legend of Keepers: Career of a Dungeon Manager,Goblinz Studio
The Legend of Nayuta: Boundless Trails,"Nihon Falcom, PH3 Games"
Legend of Kay,Kaiko
Legend of Mana,Square Enix
The Legend of Zelda: Breath of the Wild,Nintendo EPD
The Legend of Zelda: Link's Awakening,Grezzo
The Legend of Zelda: Skyward Sword HD,Tantalus Media
The Legend of Zelda: Tears of the Kingdom,Nintendo EPD
Legends of Ethernal,Lucid Dreams Studio
Lego 2K Drive,Visual Concepts
Lego Brawls,RED Games
Lego Builder's Journey,Light Brick Studio
Lego City Undercover,TT Fusion
Lego DC Super-Villains,TT Fusion
Lego Harry Potter Collection,TT Games
Lego The Incredibles,TT Games
Lego Jurassic World,TT Games
Lego Marvel Super Heroes,TT Games
Lego Marvel Super Heroes 2,TT Games
The Lego Movie 2 Videogame,TT Games
Lego Ninjago Movie Video Game,TT Games
Lego Star Wars: The Skywalker Saga,TT Games
Lego Worlds,TT Games
Legrand Legacy: Tale of the Fatebounds,Semisoft
Leisure Suit Larry: Wet Dreams Don't Dry,CrazyBunch
Leisure Suit Larry: Wet Dreams Dry Twice,CrazyBunch
Lend Fleur,Idea Factory
Let's Sing 2020,Voxler
Let's Sing 2021,Voxler
Let's Sing Country,Voxler
Let's Sing Queen,Voxler
Lethal League Blaze,Team Reptile
Letter Quest Remastered,Bacon Bandit Games
Levelhead,Butterscotch Shenanigans
L.F.O.: Lost Future Omega,Kusamochi Factory's Workshop
The Liar Princess and the Blind Prince,Nippon Ichi Software
Liberated,Atomic Wolf
Lichtspeer: Double Speer Edition,Lichthund
Life Is Strange,Dontnod Entertainment
Life Is Strange 2,Dontnod Entertainment
Life Is Strange: Before the Storm,Dontnod Entertainment
Life Is Strange: True Colors,Deck Nine
Life of Fly,EpiXR Games
Light Fall,Bishop Games
Light Fingers,Numizmatic
Lightseekers,PlayFusion
Lil Gator Game,Megawobble
Lil' Guardsman,Hilltop Studios
Limbo,Playdead
Lineage W,NCSoft
Linelight,Plug In Digital
Lines X,Konstructors Entertainment
Lines XL,Nestor Yavorskyy
Link-a-Pix Deluxe,Rainy Frog
Linn: Path of Orchards,Fanoos Games
Lisa: Definitive Edition,Dingaling Productions
Little Bit War,Ruten no Oheya
Little Busters!,Key
Little Devil Inside,Neostream Interactive
Little Dragons Café,Aksys Games
Little Friends: Dogs & Cats,Neilo
A Little Golf Journey,Okidokico
Little Inferno,Tomorrow Corporation
"Little Kitty, Big City",Double Dagger Studio
Little Nightmares,Tarsier Studios
Little Nightmares II,Tarsier Studios
Little Shopping,Ultimate Games
Little Town Hero,Game Freak
Little Triangle,Cotton Game
Live A Live,Square Enix
Livestream: Escape from Hotel Izanami,Qureate
Locomotion,Polyfox
Loco Motive,Robust Game
Lode Runner Legacy,Tozai Games
Lonely Mountains: Downhill,Megagon
The Long Dark,Hinterland Studio
The Long Reach,Painted Black Games
The Longest Five Minutes,Syupro-DX
The Longing,Studio Seufz
Loop Hero,Four Quarters
Loopers,Key
The Lord of the Rings: Gollum,Daedalic Entertainment
The Lord of the Rings: Adventure Card Game,Fantasy Flight Games
Lost Artifacts: Soulstone,8Floor Games
Lost Castle,Hunter Studios
The Lost Child,Kadokawa Shoten
The Lost Cube,Red Mount Media
Lost Ember,Mooneye Studios
Lost in Harmony,DigixArt
Lost in Random,Zoink Games
The Lost Light of Sisu,Solvarg
Lost Sphear,Tokyo RPG Factory
Lost Words: Beyond the Page,Sketchbook Games
Love,Fred Wood
Love 3,Fred Wood
Love Esquire,Yangyang Mobile
Love Letter from Thief X,Voltage
Lovecraft's Untold Stories,Forsaken Games
LoveKami: Divinity Stage,MoeNovel
LoveR Kiss,Sweet One
LoverPretend,Idea Factory
Lovers in a Dangerous Spacetime,Asteroid Base
Lucah: Born of a Dream,melessthanthree
Luigi's Mansion 2 HD,Next Level Games
Luigi's Mansion 3,Next Level Games
Lumines Remastered,Resonair
Lumini,Speelbaars
Lumione,Glimmer Studio
Lumo,Triple Eh?
Luna: The Shadow Dust,Lantern Studio
Lunch A Palooza,Seashell Studio
Lunistice,A Grumpy Fox
Lydia,Platonic Partnership
Mable & the Wood,Graffiti Games
Macbat 64: Journey of a Nice Chap,Siactro
MachiKnights: Blood Bagos,Toorock
Machinarium,Amanita Design
Mad Carnage,Drageus Games
Mad Father,Sen
Mad Rat Dead,Nippon Ichi Software
Made in Abyss: Binary Star Falling into Darkness,Spike Chunsoft
Maddening Euphoria,Pocket Company
Mages of Mystralia,Borealys Games
Magical High-School Girl,illuCallab
MagiCat,Kucing Rembes
Magic Scroll Tactics,Otori Denshi
The Magister,Nerdook
Maglam Lord,Felistella
The Mahjong,D3 Publisher
Mahjong Stories: Vampire Romance,JetDogs
Mahōtsukai no Yoru,Type-Moon
Maiden & Spell,mino_dev
Maid of Sker,Wales Interactive
Mail Mole,Talpa Games
The Making of Karateka,Digital Eclipse
Mana Spark,"Behemutt, Kishimoto Studios"
Maneater,"Tripwire Interactive, Blindside Interactive"
Manifold Garden,William Chyr Studio
Mantis Burn Racing,VooFoo Studios
Maquette,Graceful Decay
Marble It Up!,Bad Habit
March to a Million,Kairosoft
Märchen Forest: Mylne and the Forest Gift,PrimaryOrbit
Maria the Witch,Naps Team
Mario & Sonic at the Olympic Games Tokyo 2020,Sega
Mario + Rabbids Kingdom Battle,Ubisoft Milan
Mario + Rabbids Sparks of Hope,Ubisoft Milan
Mario Golf: Super Rush,Camelot Software Planning
Mario Kart 8 Deluxe,Nintendo EPD
Mario Kart Live: Home Circuit,"Nintendo, Velan Studios"
Mario Party Superstars,NDcube
Mario Strikers: Battle League,"Next Level Games, Nintendo EPD"
Mario Tennis Aces,Camelot Software Planning
Marisa and Alice's Trap Tower,Desunoya
Mark of the Ninja,Klei Entertainment
Mars: Chaos Menace,Byte4Games
Mars Horizon,Auroch Digital
Marvel Ultimate Alliance 3: The Black Order,Team Ninja
Marvel's Guardians of the Galaxy,Eidos-Montréal
Marvel's Midnight Suns,Firaxis Games
Mary Skelter 2,Compile Heart
Mary Skelter Finale,Compile Heart
Mask of Mists,Sometimes You
Masquerada: Songs and Shadows,Witching Hour Studios
Mastercube,Warlock Arts
Master Detective Archives: Rain Code,"Too Kyo Games, Spike Chunsoft"
Masters of Anima,Passtech Games
Mastho is Together,Kind Cat Games
Match,Sabec
Match Three: Pirates! Heir to Davy Jones,Mindscape
Matchpoint: Tennis Championships,Torus Games
Mathematical Power Wang Junior High School: Year 1,Media5
Mathematical Power Wang Junior High School: Year 2,Media5
Mathematical Power Wang Junior High School: Year 3,Media5
MathLand,Artax Games
Max: The Curse of Brotherhood,Stage Clear Studios
Mayhem Brawler,Hero Concept
Mazezam,eSolutions Nordic
MazM: Jekyll and Hyde,Growing Seeds
Mecho Tales,Arcade Distillery
Mecho Wars: Desert Ashes,Arcade Distillery
Mechstermination Force,Hörberg Productions
Medabots Classics Plus: Kabuto Version,Imagineer
Medabots Classics Plus: Kuwagata Version,Imagineer
Mega Man 11,Capcom
Mega Man Battle Network Legacy Collection,Capcom
Mega Man Legacy Collection,Capcom
Mega Man Legacy Collection 2,Capcom
Mega Man X Legacy Collection,Capcom
Mega Man X Legacy Collection 2,Capcom
Mega Man Zero/ZX Legacy Collection,Capcom
Mega Mall Story,Kairosoft
Mega Party: A Tootuff Adventure,Vetasoft
Megabyte Punch,Team Reptile
Megadimension Neptunia VII,"Idea Factory, Compile Heart"
Megaquarium,Auroch Digital
Meganoid,Orange Pixel
Megaton Musashi,Level-5
Megaton Rainfall,Pentadimensional Games
Melty Blood: Type Lumina,French Bread
"Meiji Katsugeki Haikara Ryuuseigumi: Seibai Shimaseu, Yonaoshi Kagyou",Otomate
Membrane,Perfect Hat
A Memoir Blue,Cloisters Interactive
Memory Lane,Playstige Interactive
Memories Off Historia Vol. 1,Mages
Memories Off Historia Vol. 2,Mages
Memories Off: Innocent Fille,Mages
The Men of Yoshiwara: Kikuya,Dogenzaka Lab
The Men of Yoshiwara: Ohgiya,Dogenzaka Lab
Menheraflesia: Flowering Abyss,Charon
Meow Motors,ArtVostok
Mercenaries Blaze: Dawn of the Twin Dragons,Rideon
Mercenaries Saga Chronicles,Circle Entertainment
Mercenary Kings: Reloaded,Tribute Games
Merchant of the Skies,Coldwild Games
Mercury Race,Herrero Games
The Messenger,Sabotage
Metal Gear Solid: Master Collection,Konami
Metal Max Xeno Reborn,"24Frame, Cattle Call, Kadokawa Games"
Metal Max: Wild West,"24Frame, Cattle Call, Kadokawa Games"
Metal Revolution,Next Studios
Metal Slug Tactics,Leikir Studio
Metal Unit,JellySnow
Metallic Child,Studio HG
Metaloid: Origin,Retro Revolution
Metro 2033 Redux,4A Games
Metro: Last Light Redux,4A Games
Metroid Dread,"MercurySteam, Nintendo EPD"
Metroid Prime 4,Retro Studios
Metroid Prime Remastered,Retro Studios
Metropolis: Lux Obscura,Kthulu Solutions
MicroMan,Glob Games Studio
Midnight Deluxe,Petite Games
Midnight Evil,Draw Distance
The Midnight Sanctuary,Cavyhouse
Mighty Fight Federation,Komi Games
Mighty Gunvolt Burst,Inti Creates
Mighty Morphin Power Rangers: Rita's Rewind,Digital Eclipse
Mighty Switch Force! Collection,WayForward
Miitopia,"Nintendo EPD, Grezzo"
Milanoir,Italo Games
Miles & Kilo,Four Horses
Millie,Forever Entertainment
Mimpi Dreams,Dreadlocks Ltd
Mindball Play,Interactive IP
MindSeize,Kamina Dimension
Minecraft,4J Studios
Minecraft Dungeons,"Mojang, Xbox Game Studios, Double Eleven"
Minecraft Legends,"Mojang, Blackbird Interactive"
Minecraft: Story Mode,Telltale Games
Minecraft: Story Mode - Season Two,Telltale Games
Mineko's Night Market,Meowza Games
Minesweeper Genius,Blowfish Studios
Mini Island Challenge Bundle,Forever Entertainment
Mini Metro,Dinosaur Polo Club
Mini Motor Racing X,The Binary Mill
Ministry of Broadcast,Ministry of Broadcast Studio
Minit,Jan Willem Nijman
Minna De Daifugo,CellNavi
Minoria,Bombservice
Miracle Snack Shop,Talesshop
Mirror,SakuraGame
Missile Command: Recharged,Nickervision Studios
Miss Kobayashi's Dragon Maid: Sakuretsu! Chorogon Breath,Kaminari Games
The Missing: J.J. Macfield and the Island of Memories,White Owls
Mistover,Krafton Game Union
MLB The Show 22,San Diego Studio
MO: Astray,Archpray
Mochi On Girl,Mumimumi
Moero Chronicle Hyper,Compile Heart
Moero Crystal H,Compile Heart
Mom Hid My Game!,Hap
Momodora: Reverie Under the Moonlight,Bombservice
"Momotaro Dentetsu: Showa, Heisei, Reiwa Mo Teiban!",Konami
Momonga Pinball Adventures,Seaven Studio
Monark,Lancarse
Moncage,Optillusion
Monica and the Rabbit Guard,Mad Mimic
Monkey Barrels,Good-Feel
Monobot,DreamSmith Studio
Monochrome World,CFK
Monomals,Picomy
Monopoly,Engine Software
Monopoly Madness,Engine Software
Monster Blast,EntwicklerX
Monster Boy and the Cursed Kingdom,Game Atelier
Monster Energy Supercross: The Official Videogame,Milestone
Monster Energy Supercross: The Official Videogame 2,Milestone
Monster Energy Supercross: The Official Videogame 3,Milestone
Monster Girls and the Mysterious Adventure,Nekotokage
Monster Harvest,Maple Powered Games
Monster Hunter Generations Ultimate,Capcom
Monster Hunter Rise,Capcom
Monster Hunter Stories 2: Wings of Ruin,Capcom
Monster Jam: Crush It!,Team6 Game Studios
Monster Jam Steel Titans,Feld Entertainment
Monster Jam Steel Titans 2,Feld Entertainment
Monster Prom: XXL,Beautiful Glitch
Monster Puzzle,Forsaken Games
Monster Rancher,Koei Tecmo
Monster Rancher 2,Koei Tecmo
Monster Sanctuary,Moi Rai Games
Monster Truck Championship,Teyon
Monster Viator,Hit Point
Monstrum,Team Junkfish
Monument Builders Rushmore,Microids
Moon: Remix RPG Adventure,Onion Games
Moon Hunters,Kitfox Games
Moonlighter,Digital Sun Games
Moon Samurai,Nunchaku Games
Moorhuhn Jump and Run 'Traps and Treasure',Young Fun Games
Moorhuhn Jump and Run 'Traps and Treasures 2',Young Fun Games
Moorhuhn Kart 2,Young Fun Games
Moorhuhn Knights & Castles,Young Fun Games
Moorhuhn Pirates - Crazy Chicken Pirates,Young Fun Studio
Moorhuhn Remake,Young Fun Studio
Moorhuhn Wanted,Young Fun Studio
Moorhuhn X - Crazy Chicken X,Young Fun Studio
Morbid: The Seven Acolytes,Still Running
Morphies Law,Cosmoscope
Morphite,"Crescent Moon Games, We're Five Games, Blowfish Studios"
Mortal Kombat 1,NetherRealm Studios
Mortal Kombat 11,NetherRealm Studios
Mosaic,Krillbite Studio
Mother Russia Bleeds,Le Cartel Studio
Moto Racer 4,Anuman
MotoGP 18,Milestone
MotoGP 19,Milestone
MotoGP 20,Milestone
MotoGP 21,Milestone
Motorcycle Mechanic Simulator,Ultimate Games
Motorsport Manager,Playsport Games
Moujuutsukai to Ouji-sama: Flower & Snow,Design Factory
MouseCraft,Crunching Koalas
Moving Out,"SMG Studio, DevM Games"
Mowin & Throwin,House Pixel Games
Mozart Requiem,GS2 Games
Mr. Driller Drill Land,Bandai Namco Entertainment
Mr. Shifty,Team Shifty
Muddledash,Slampunks
Mujo,Oink Games
Mulaka,Lienzo
The Mummy Demastered,WayForward
Mundaun,Hidden Fields
Munchkin: Quacked Quest,Steve Jackson Games
Murder by Numbers,Mediatonic
Murder Detective: Jack the Ripper,Nippon Ichi Software
Murder Mystery Machine,Blazing Griffin
Muse Dash,PeroPeroGames
Mushihimesama,Cave
Mushroom Heroes,Dolores Entertainment
Mushroom Savior,Durbek Nuritdinov
Mushroom Wars 2,Zillion Whales
Music Racer,Sometimes You
Musicus!,Overdrive
Must Dash Amigos,MiniBeast Games
Musynx,"PM Studios, Acttil"
Mutant Football League,Digital Dreams Entertainment
Mutant Mudds Collection,Atooi
Mutant Year Zero: Road to Eden,Bearded Ladies
Muv-Luv: Project Mikhail,aNCHOR
MX vs. ATV All Out,Rainbow Studios
MXGP 3,Milestone
My Arctic Farm 2018,Bip Media
My Fantastic Ranch,Piece of Cake Studios
Myastere: Ruins of Deazniff,Digimerce
My Big Sister,Ratalaika Games
My Butler,Dogenzaka Lab
My Forged Wedding,Voltage
My Friend Pedro,DeadToast Entertainment
My Friend Peppa Pig,Petoons Studio
My Girlfriend is a Mermaid!?,Cosen
My Hero: One's Justice,Byking
My Hero: One's Justice 2,Byking
My Hero Academia: Ultra Rumble,Bandai Namco Entertainment
My Jurassic Farm 2018,Bip Media
My Little Riding Champion,Toplitz Productions
My Lovely Daughter,Toge Productions
My Next Life as a Villainess: All Routes Lead to Doom! – Pirates that Stir the Waters,Idea Factory
My Riding Stables: Life with Horses,UIG Entertainment
My Secret Pets,Dogenzaka Lab
My Singing Monsters Playground,Big Blue Bubble
My Time at Portia,Pathea Games
My Time at Sandrock,Pathea Games
My Universe: Cooking Star Restaurant,Old Skull Games
My Universe: Fashion Boutique,Black Sheep Studio
My Universe: Green Adventure - Farmer's Friends,Old Skull Games
My Universe: My Baby,Microids
My Universe: Pet Clinic Cats & Dogs,It Matters Games
My Universe: School Teacher,Magic Pockets
The Mystery of the Hudson Case,Magic Frame Studios
Mystery Mine,Big Way
The Mystery of Woolley Mountain,Huey Games
Mystic Pillars,Holy Cow Productions
N++,Metanet Software
